71601,0.10375
71602,0.10375
71603,0.10375
71611,0.10375
71612,0.09125
71613,0.10375
71630,0.08
71631,0.085
71635,0.08
71638,0.105
71639,0.105
71640,0.105
71642,0.08
71643,0.105
71644,0.08125
71646,0.08
71647,0.085
71651,0.085
71652,0.0975
71653,0.105
71654,0.11
71655,0.0975
71656,0.0975
71657,0.0975
71658,0.08
71659,0.10375
71660,0.0975
71661,0.08
71662,0.08
71663,0.08
71665,0.0975
71666,0.11
71667,0.075
71670,0.08
71671,0.095
71674,0.08
71675,0.0875
71676,0.08
71677,0.10375
71678,0.10375
71701,0.1125
71711,0.1125
71720,0.095
71721,0.08
71722,0.085
71724,0.1125
71725,0.085
71726,0.095
71728,0.08
71730,0.0975
71731,0.0975
71740,0.08
71742,0.1
71743,0.095
71744,0.09
71745,0.09
71747,0.085
71748,0.085
71749,0.085
71750,0.1125
71751,0.095
71752,0.08
71753,0.10375
71754,0.10375
71758,0.085
71759,0.1125
71762,0.085
71763,0.085
71764,0.095
71765,0.085
71766,0.1
71770,0.08
71772,0.08
71801,0.095
71802,0.095
71820,0.0875
71822,0.1075
71823,0.08875
71825,0.085
71826,0.0875
71827,0.0875
71828,0.085
71831,0.085
71832,0.09875
71833,0.0925
71834,0.0775
71835,0.085
71836,0.0875
71837,0.0775
71838,0.085
71839,0.0875
71840,0.0775
71841,0.08875
71842,0.08875
71845,0.0875
71846,0.08875
71847,0.085
71851,0.0925
71852,0.1025
71853,0.0875
71854,0.1025
71855,0.085
71857,0.095
71858,0.085
71859,0.085
71860,0.0975
71861,0.08
71862,0.085
71864,0.085
71865,0.0975
71866,0.0875
71901,0.095
71902,0.095
71903,0.095
71909,0.08
71910,0.08
71913,0.08
71914,0.095
71920,0.095
71921,0.08
71922,0.085
71923,0.09
71929,0.08
71932,0.085
71933,0.08
71935,0.075
71937,0.085
71940,0.085
71941,0.08
71942,0.095
71943,0.1
71944,0.085
71945,0.085
71949,0.08
71950,0.085
71952,0.085
71953,0.095
71956,0.08
71957,0.075
71958,0.1
71959,0.085
71960,0.075
71961,0.075
71962,0.08
71964,0.08
71965,0.075
71966,0.075
71968,0.08
71969,0.075
71970,0.075
71971,0.0925
71972,0.085
71973,0.085
71998,0.09
71999,0.09
72001,0.09
72002,0.065
72003,0.075
72004,0.08125
72005,0.0875
72006,0.095
72007,0.075
72010,0.0975
72011,0.065
72012,0.0925
72013,0.085
72014,0.0925
72015,0.09
72016,0.09
72017,0.08
72018,0.09
72019,0.065
72020,0.0875
72021,0.095
72022,0.095
72023,0.095
72024,0.075
72025,0.09
72026,0.075
72027,0.0825
72028,0.085
72029,0.095
72030,0.0825
72031,0.085
72032,0.0875
72033,0.0875
72034,0.0875
72035,0.0875
72036,0.095
72037,0.075
72038,0.075
72039,0.085
72040,0.09
72041,0.08
72042,0.095
72043,0.0975
72044,0.08125
72045,0.0825
72046,0.105
72047,0.07
72048,0.075
72051,0.075
72052,0.0825
72053,0.075
72055,0.075
72057,0.0775
72058,0.07
72059,0.085
72060,0.0825
72061,0.085
72063,0.0825
72064,0.11
72065,0.065
72066,0.08
72067,0.08125
72068,0.0925
72069,0.065
72070,0.09
72072,0.075
72073,0.075
72074,0.085
72075,0.0875
72076,0.095
72078,0.095
72079,0.08125
72080,0.085
72081,0.0825
72082,0.0825
72083,0.085
72084,0.0775
72085,0.0825
72086,0.075
72087,0.065
72088,0.1
72089,0.095
72099,0.095
72101,0.085
72102,0.0825
72103,0.065
72104,0.08
72105,0.08
72106,0.07
72107,0.1125
72108,0.065
72110,0.0925
72111,0.07
72112,0.1025
72113,0.085
72114,0.095
72115,0.095
72116,0.095
72117,0.095
72118,0.095
72119,0.095
72120,0.085
72121,0.0825
72122,0.065
72123,0.095
72124,0.095
72125,0.09
72126,0.09
72127,0.0825
72128,0.0775
72129,0.0775
72130,0.08125
72131,0.08125
72132,0.08125
72133,0.08125
72134,0.065
72135,0.075
72136,0.0825
72137,0.0825
72139,0.0825
72140,0.095
72141,0.085
72142,0.075
72143,0.0975
72145,0.0975
72149,0.0975
72150,0.0775
72152,0.08125
72153,0.085
72156,0.0825
72157,0.0825
72158,0.09
72160,0.105
72164,0.075
72165,0.0825
72166,0.075
72167,0.065
72168,0.08125
72169,0.0875
72170,0.08
72173,0.07
72175,0.08125
72176,0.075
72178,0.0825
72179,0.08125
72180,0.075
72181,0.07
72182,0.08125
72183,0.075
72190,0.095
72199,0.075
72201,0.09
72202,0.09
72203,0.09
72204,0.09
72205,0.09
72206,0.075
72207,0.09
72209,0.09
72210,0.075
72211,0.09
72212,0.09
72214,0.09
72215,0.09
72216,0.09
72217,0.09
72219,0.09
72221,0.09
72222,0.09
72223,0.09
72225,0.09
72227,0.09
72231,0.095
72255,0.09
72260,0.09
72295,0.09
72301,0.1075
72303,0.1075
72310,0.09
72311,0.075
72312,0.085
72313,0.09
72315,0.105
72316,0.105
72319,0.105
72320,0.075
72321,0.09
72322,0.09
72324,0.085
72325,0.0925
72326,0.09
72327,0.0925
72328,0.085
72329,0.09
72330,0.09
72331,0.1125
72332,0.0925
72333,0.085
72335,0.10875
72336,0.10875
72338,0.09
72339,0.1025
72340,0.09
72341,0.075
72342,0.105
72346,0.09
72347,0.085
72348,0.0925
72350,0.09
72351,0.11
72352,0.075
72353,0.085
72354,0.1
72355,0.085
72358,0.1
72359,0.1
72360,0.075
72364,0.1125
72365,0.0975
72366,0.085
72367,0.085
72368,0.075
72369,0.085
