35004,0.1
35005,0.1
35006,0.06
35007,0.09
35010,0.1
35011,0.1
35013,0.1
35014,0.07
35015,0.1
35016,0.09
35019,0.085
35020,0.1
35021,0.1
35022,0.1
35023,0.1
35031,0.07
35032,0.08
35033,0.085
35034,0.08
35035,0.08
35036,0.1
35038,0.09
35040,0.09
35042,0.1
35043,0.09
35044,0.09
35045,0.09
35046,0.06
35048,0.1
35049,0.08
35051,0.05
35052,0.1
35053,0.085
35054,0.06
35055,0.09
35056,0.09
35057,0.085
35058,0.085
35060,0.08
35061,0.1
35062,0.09
35063,0.06
35064,0.1
35068,0.1
35070,0.0875
35071,0.1
35072,0.06
35073,0.1
35074,0.09
35077,0.0875
35078,0.09
35079,0.07
35080,0.09
35082,0.06
35083,0.085
35085,0.06
35087,0.085
35089,0.06
35091,0.1
35094,0.1
35096,0.1
35097,0.09
35098,0.085
35111,0.06
35112,0.1
35114,0.09
35115,0.1
35116,0.1
35117,0.06
35118,0.06
35119,0.1
35120,0.09
35121,0.1
35123,0.1
35124,0.09
35125,0.06
35126,0.06
35127,0.1
35128,0.1
35130,0.06
35131,0.1
35133,0.07
35135,0.1
35136,0.09
35137,0.07
35139,0.1
35142,0.09
35143,0.05
35146,0.06
35147,0.05
35148,0.095
35149,0.07
35150,0.08
35151,0.07
35160,0.1
35161,0.1
35171,0.09
35172,0.07
35173,0.1
35175,0.05
35176,0.05
35178,0.09
35179,0.085
35180,0.07
35181,0.08
35182,0.06
35183,0.06
35184,0.08
35185,0.09
35186,0.08
35187,0.08
35188,0.1
35201,0.1
35202,0.1
35203,0.1
35204,0.1
35205,0.1
35206,0.1
35207,0.1
35208,0.1
35209,0.1
35210,0.1
35211,0.1
35212,0.1
35213,0.09
35214,0.06
35215,0.1
35216,0.09
35217,0.1
35218,0.1
35219,0.1
35220,0.1
35221,0.1
35222,0.1
35223,0.09
35224,0.1
35226,0.09
35228,0.1
35229,0.1
35231,0.06
35232,0.1
35233,0.1
35234,0.1
35235,0.1
35236,0.09
35237,0.1
35238,0.05
35242,0.05
35243,0.09
35244,0.09
35246,0.1
35249,0.1
35253,0.1
35254,0.1
35255,0.1
35259,0.1
35260,0.09
35261,0.1
35266,0.1
35270,0.1
35282,0.1
35283,0.1
35285,0.1
35287,0.1
35288,0.1
35290,0.1
35291,0.1
35292,0.1
35293,0.1
35294,0.1
35295,0.1
35296,0.1
35297,0.1
35298,0.1
35401,0.09
35402,0.09
35403,0.09
35404,0.09
35405,0.09
35406,0.09
35407,0.09
35440,0.09
35441,0.07
35442,0.09
35443,0.07
35444,0.09
35446,0.09
35447,0.08
35448,0.07
35449,0.09
35452,0.09
35453,0.09
35456,0.09
35457,0.09
35458,0.09
35459,0.07
35460,0.07
35461,0.08
35462,0.1
35463,0.09
35464,0.07
35466,0.08
35468,0.09
35469,0.07
35470,0.07
35471,0.08
35473,0.09
35474,0.07
35475,0.09
35476,0.09
35477,0.07
35478,0.09
35480,0.09
35481,0.08
35482,0.09
35486,0.09
35487,0.09
35490,0.09
35491,0.07
35501,0.09
35502,0.09
35503,0.06
35504,0.06
35540,0.06
35541,0.06
35542,0.06
35543,0.09
35544,0.06
35545,0.07
35546,0.06
35548,0.09
35549,0.09
35550,0.06
35551,0.1
35552,0.06
35553,0.06
35554,0.06
35555,0.06
35559,0.07
35560,0.06
35563,0.09
35564,0.08
35565,0.1
35570,0.09
35571,0.06
35572,0.06
35573,0.07
35574,0.06
35575,0.08
35576,0.06
35577,0.08
35578,0.06
35579,0.06
35580,0.06
35581,0.06
35582,0.085
35584,0.08
35585,0.06
35586,0.06
35587,0.06
35592,0.06
35593,0.06
35594,0.09
35601,0.09
35602,0.09
35603,0.09
35609,0.09
35610,0.055
35611,0.09
35612,0.09
35613,0.06
35614,0.06
35615,0.09
35616,0.055
35617,0.055
35618,0.07
35619,0.07
35620,0.06
35621,0.07
35622,0.07
35630,0.085
35631,0.085
35632,0.085
35633,0.055
35634,0.055
35640,0.09
35643,0.07
35645,0.055
35646,0.055
35647,0.06
35648,0.055
35649,0.09
35650,0.07
35651,0.07
35652,0.055
35653,0.09
35654,0.06
35660,0.09
35661,0.09
35662,0.09
35670,0.07
35671,0.06
35672,0.07
35673,0.07
35674,0.09
35677,0.055
35699,0.09
35739,0.06
35740,0.09
35741,0.055
35742,0.06
35744,0.06
35745,0.06
35746,0.06
35747,0.05
35748,0.055
35749,0.055
35750,0.055
35751,0.06
35752,0.09
35754,0.07
35755,0.08
35756,0.06
35757,0.055
35758,0.09
35759,0.055
35760,0.055
35761,0.055
35762,0.09
35763,0.09
35764,0.06
35765,0.06
35766,0.06
35767,0.09
35768,0.09
35769,0.09
35771,0.06
35772,0.075
35773,0.055
35774,0.06
35775,0.07
35776,0.06
35801,0.09
35802,0.09
35803,0.09
35804,0.09
35805,0.09
35806,0.09
35807,0.09
35808,0.055
35809,0.09
35810,0.09
35811,0.055
35812,0.09
35813,0.09
35814,0.09
35815,0.09
35816,0.09
35824,0.09
35893,0.09
35894,0.09
35895,0.09
35896,0.09
35897,0.055
35899,0.09
35901,0.1
35902,0.1
35903,0.1
35904,0.1
35905,0.1
35906,0.09
35907,0.1
35950,0.09
35951,0.09
35952,0.05
35953,0.06
35954,0.05
35956,0.05
35957,0.08
35958,0.06
35959,0.075
35960,0.075
35961,0.05
35962,0.05
35963,0.05
35964,0.08
35966,0.06
35967,0.09
35968,0.05
35971,0.05
35972,0.05
35973,0.075
35974,0.07
35975,0.05
35976,0.07
35978,0.09
35979,0.05
35980,0.05
35981,0.07
35983,0.075
35984,0.05
35986,0.09
35987,0.08
35988,0.09
35989,0.05
35990,0.08
36003,0.06
36005,0.075
36006,0.06
36008,0.06
36009,0.075
36010,0.095
36013,0.07625
36015,0.055
36016,0.055
36017,0.095
36020,0.085
36022,0.05
36024,0.05
36025,0.065
36026,0.05
36027,0.095
36028,0.065
36029,0.065
36030,0.055
36031,0.05
36032,0.105
36033,0.095
36034,0.075
36035,0.075
36036,0.065
36037,0.055
36038,0.085
36039,0.05
36040,0.08
36041,0.075
36042,0.075
36043,0.08
36046,0.075
36047,0.08
36048,0.055
36049,0.1
36051,0.06
36052,0.07625
36053,0.065
36054,0.085
36057,0.0875
36062,0.1
36064,0.07625
36065,0.065
36066,0.095
36067,0.095
36068,0.095
36069,0.065
36071,0.075
36072,0.095
36075,0.075
36078,0.09
36079,0.095
36080,0.05
36081,0.095
36082,0.095
36083,0.1
36087,0.1
36088,0.1
36089,0.1
36091,0.06
36092,0.065
36093,0.05
36101,0.1
36102,0.1
36103,0.1
36104,0.1
36105,0.1
36106,0.1
36107,0.1
36108,0.1
36109,0.1
36110,0.1
36111,0.1
36112,0.1
36113,0.1
36114,0.1
36115,0.1
36116,0.1
36117,0.1
36118,0.1
36119,0.1
36120,0.1
36121,0.1
36123,0.1
36124,0.1
36125,0.1
36130,0.1
36131,0.1
36132,0.1
