ZipCode,EstimatedCombinedRate,,,,
67041,0.0675,,,,
67042,0.0775,,,,
67045,0.095,,,,
67047,0.075,,,,
67049,0.065,,,,
67050,0.075,,,,
67051,0.075,,,,
67052,0.075,,,,
67053,0.08,,,,
67054,0.085,,,,
67055,0.075,,,,
67056,0.085,,,,
67057,0.075,,,,
67058,0.08,,,,
67059,0.075,,,,
67060,0.085,,,,
67061,0.075,,,,
67062,0.085,,,,
67063,0.09,,,,
67065,0.075,,,,
67066,0.0825,,,,
67067,0.075,,,,
67068,0.09,,,,
67070,0.0825,,,,
67071,0.075,,,,
67072,0.0675,,,,
67073,0.08,,,,
67074,0.0675,,,,
67101,0.075,,,,
67102,0.0675,,,,
67103,0.075,,,,
67104,0.0825,,,,
67105,0.075,,,,
67106,0.075,,,,
67107,0.09,,,,
67108,0.075,,,,
67109,0.085,,,,
67110,0.085,,,,
67111,0.08,,,,
67112,0.08,,,,
67114,0.085,,,,
67117,0.085,,,,
67118,0.08,,,,
67119,0.085,,,,
67120,0.075,,,,
67122,0.075,,,,
67123,0.0675,,,,
67124,0.09,,,,
67127,0.08,,,,
67131,0.0675,,,,
67132,0.0675,,,,
67133,0.0675,,,,
67134,0.0825,,,,
67135,0.085,,,,
67137,0.075,,,,
67138,0.075,,,,
67140,0.075,,,,
67142,0.08,,,,
67143,0.075,,,,
67144,0.0675,,,,
67146,0.0675,,,,
67147,0.075,,,,
67149,0.075,,,,
67150,0.065,,,,
67151,0.085,,,,
67152,0.095,,,,
67154,0.0675,,,,
67155,0.065,,,,
67156,0.0815,,,,
67159,0.08,,,,
67201,0.075,,,,
67202,0.075,,,,
67203,0.075,,,,
67204,0.075,,,,
67205,0.075,,,,
67206,0.075,,,,
67207,0.075,,,,
67208,0.075,,,,
67209,0.075,,,,
67210,0.075,,,,
67211,0.075,,,,
67212,0.075,,,,
67213,0.075,,,,
67214,0.075,,,,
67215,0.075,,,,
67216,0.075,,,,
67217,0.075,,,,
67218,0.075,,,,
67219,0.075,,,,
67220,0.075,,,,
67221,0.075,,,,
67223,0.075,,,,
67226,0.075,,,,
67227,0.075,,,,
67228,0.075,,,,
67230,0.075,,,,
67232,0.075,,,,
67235,0.075,,,,
67260,0.075,,,,
67275,0.075,,,,
67276,0.075,,,,
67277,0.075,,,,
67278,0.075,,,,
67301,0.095,,,,
67330,0.0875,,,,
67332,0.0775,,,,
67333,0.0925,,,,
67334,0.085,,,,
67335,0.095,,,,
67336,0.0925,,,,
67337,0.095,,,,
67340,0.085,,,,
67341,0.0775,,,,
67342,0.0775,,,,
67344,0.065,,,,
67345,0.075,,,,
67346,0.075,,,,
67347,0.065,,,,
