ZipCode,EstimatedCombinedRate,,,,
62423,0.0725,,,,
62424,0.065,,,,
62425,0.0675,,,,
62426,0.065,,,,
62427,0.0625,,,,
62428,0.0725,,,,
62431,0.0725,,,,
62432,0.0625,,,,
62433,0.0625,,,,
62434,0.0675,,,,
62435,0.0725,,,,
62436,0.0625,,,,
62439,0.0725,,,,
62440,0.0725,,,,
62441,0.0725,,,,
62442,0.0725,,,,
62443,0.065,,,,
62444,0.0725,,,,
62445,0.0725,,,,
62446,0.07,,,,
62447,0.0725,,,,
62448,0.0625,,,,
62449,0.0625,,,,
62450,0.0675,,,,
62451,0.0625,,,,
62452,0.0675,,,,
62454,0.0625,,,,
62458,0.0625,,,,
62459,0.0625,,,,
62460,0.0725,,,,
62461,0.065,,,,
62462,0.0725,,,,
62463,0.0725,,,,
62464,0.0625,,,,
62465,0.0725,,,,
62466,0.0725,,,,
62467,0.065,,,,
62468,0.0725,,,,
62469,0.0725,,,,
62471,0.0675,,,,
62473,0.065,,,,
62474,0.0725,,,,
62475,0.0625,,,,
62476,0.0725,,,,
62477,0.0725,,,,
62478,0.0625,,,,
62479,0.0625,,,,
62480,0.0625,,,,
62481,0.0625,,,,
62501,0.0775,,,,
62510,0.0825,,,,
62512,0.0775,,,,
62513,0.0775,,,,
62514,0.0775,,,,
62515,0.0625,,,,
62517,0.0725,,,,
62518,0.0775,,,,
62519,0.0775,,,,
62520,0.0625,,,,
62521,0.0925,,,,
62522,0.0925,,,,
62523,0.0925,,,,
62524,0.0925,,,,
62525,0.0925,,,,
62526,0.0925,,,,
62530,0.0625,,,,
62531,0.0725,,,,
62532,0.0775,,,,
62533,0.0825,,,,
62534,0.0725,,,,
62535,0.0875,,,,
62536,0.0625,,,,
62537,0.0775,,,,
62538,0.0725,,,,
62539,0.0625,,,,
62540,0.0725,,,,
62541,0.0775,,,,
62543,0.0775,,,,
62544,0.0775,,,,
62545,0.0625,,,,
62546,0.0725,,,,
62547,0.0725,,,,
62548,0.0775,,,,
62549,0.0775,,,,
62550,0.0725,,,,
62551,0.0775,,,,
62553,0.0725,,,,
62554,0.0775,,,,
62555,0.0725,,,,
62556,0.0725,,,,
62557,0.0725,,,,
62558,0.0625,,,,
62560,0.0725,,,,
62561,0.0625,,,,
62563,0.0625,,,,
62565,0.0725,,,,
62567,0.0725,,,,
62568,0.08,,,,
62570,0.0725,,,,
62571,0.0725,,,,
62572,0.0725,,,,
62573,0.0775,,,,
62601,0.0725,,,,
62610,0.0725,,,,
62611,0.0825,,,,
62612,0.0825,,,,
62613,0.0725,,,,
62615,0.0625,,,,
62617,0.0725,,,,
62618,0.0825,,,,
62621,0.0725,,,,
62622,0.0825,,,,
62624,0.0725,,,,
62625,0.0625,,,,
62626,0.0825,,,,
62627,0.0825,,,,
62628,0.0725,,,,
62629,0.0625,,,,
62630,0.0725,,,,
62631,0.0725,,,,
62633,0.0725,,,,
62634,0.0775,,,,
62635,0.0775,,,,
62638,0.0725,,,,
62639,0.0725,,,,
62640,0.0725,,,,
62642,0.0725,,,,
62643,0.0775,,,,
62644,0.0775,,,,
62649,0.0725,,,,
62650,0.08,,,,
62651,0.08,,,,
62655,0.0725,,,,
62656,0.0825,,,,
62659,0.0725,,,,
62660,0.0725,,,,
62661,0.0625,,,,
62662,0.0725,,,,
62663,0.0725,,,,
62664,0.0725,,,,
62665,0.0725,,,,
62666,0.0775,,,,
62667,0.0725,,,,
62668,0.0725,,,,
62670,0.0625,,,,
62671,0.0775,,,,
62672,0.0725,,,,
62673,0.0725,,,,
62674,0.0725,,,,
62675,0.0725,,,,
62677,0.0625,,,,
62681,0.0725,,,,
62682,0.0725,,,,
62684,0.0675,,,,
62685,0.0725,,,,
62688,0.0725,,,,
62689,0.0625,,,,
62690,0.0725,,,,
62691,0.0825,,,,
62692,0.0725,,,,
62693,0.0725,,,,
62694,0.0725,,,,
62695,0.0725,,,,
62701,0.085,,,,
62702,0.085,,,,
62703,0.085,,,,
62704,0.085,,,,
62705,0.085,,,,
62706,0.085,,,,
62707,0.0625,,,,
62708,0.085,,,,
62711,0.085,,,,
62712,0.085,,,,
62715,0.085,,,,
62716,0.0625,,,,
62719,0.085,,,,
62722,0.085,,,,
62723,0.085,,,,
62726,0.085,,,,
62736,0.085,,,,
62739,0.085,,,,
62756,0.085,,,,
62757,0.085,,,,
62761,0.085,,,,
62762,0.085,,,,
62763,0.085,,,,
62764,0.085,,,,
62765,0.085,,,,
62766,0.085,,,,
62767,0.085,,,,
62769,0.085,,,,
62776,0.085,,,,
62777,0.085,,,,
62781,0.085,,,,
62786,0.085,,,,
62791,0.085,,,,
62794,0.085,,,,
62796,0.085,,,,
62801,0.065,,,,
62803,0.0625,,,,
62806,0.0725,,,,
62807,0.065,,,,
62808,0.0625,,,,
62809,0.07,,,,
62810,0.0675,,,,
62811,0.065,,,,
62812,0.085,,,,
62814,0.0675,,,,
62815,0.0725,,,,
62816,0.0675,,,,
62817,0.0725,,,,
62818,0.0725,,,,
62819,0.0725,,,,
62820,0.0725,,,,
62821,0.08,,,,
62822,0.0825,,,,
62823,0.07,,,,
62824,0.0675,,,,
62825,0.0725,,,,
62827,0.0725,,,,
62828,0.0725,,,,
62829,0.0725,,,,
62830,0.0675,,,,
62831,0.0625,,,,
62832,0.0925,,,,
62833,0.0725,,,,
62835,0.0725,,,,
62836,0.0725,,,,
62837,0.07,,,,
62838,0.0625,,,,
62839,0.0725,,,,
62840,0.0825,,,,
62841,0.0725,,,,
62842,0.07,,,,
62843,0.07,,,,
62844,0.0725,,,,
62846,0.0675,,,,
62848,0.0625,,,,
62849,0.065,,,,
62850,0.07,,,,
62851,0.0675,,,,
62852,0.065,,,,
62853,0.065,,,,
62854,0.065,,,,
62856,0.0725,,,,
62858,0.0675,,,,
62859,0.0725,,,,
62860,0.0725,,,,
62861,0.0725,,,,
62862,0.0725,,,,
62863,0.0725,,,,
62864,0.0925,,,,
62865,0.0725,,,,
62867,0.0725,,,,
62868,0.0675,,,,
62869,0.0725,,,,
62870,0.065,,,,
62871,0.0725,,,,
62872,0.0675,,,,
62874,0.0725,,,,
62875,0.065,,,,
62876,0.065,,,,
62877,0.0625,,,,
62878,0.07,,,,
62879,0.0675,,,,
62880,0.0625,,,,
62881,0.075,,,,
62882,0.065,,,,
62883,0.0675,,,,
62884,0.085,,,,
62885,0.065,,,,
62886,0.07,,,,
62887,0.0725,,,,
62888,0.0775,,,,
62889,0.0675,,,,
62890,0.0725,,,,
62891,0.0725,,,,
62892,0.065,,,,
62893,0.065,,,,
62894,0.0675,,,,
62895,0.07,,,,
62896,0.0825,,,,
62897,0.0725,,,,
62898,0.0675,,,,
62899,0.0675,,,,
62901,0.0975,,,,
62902,0.0725,,,,
62903,0.0725,,,,
62905,0.075,,,,
62906,0.075,,,,
62907,0.0725,,,,
62908,0.0625,,,,
62909,0.0775,,,,
62910,0.0625,,,,
62912,0.0775,,,,
62914,0.0625,,,,
62915,0.0725,,,,
62916,0.0725,,,,
62917,0.08,,,,
62918,0.0875,,,,
62919,0.0825,,,,
62920,0.075,,,,
62921,0.0975,,,,
62922,0.0725,,,,
62923,0.0775,,,,
62924,0.0725,,,,
62926,0.075,,,,
62927,0.0725,,,,
62928,0.0625,,,,
62930,0.08,,,,
62931,0.0825,,,,
62932,0.0725,,,,
62933,0.0725,,,,
62934,0.0725,,,,
62935,0.08,,,,
62938,0.0625,,,,
62939,0.0775,,,,
62940,0.0725,,,,
62941,0.0625,,,,
62942,0.0725,,,,
62943,0.0775,,,,
62946,0.08,,,,
62947,0.0625,,,,
62948,0.0875,,,,
62949,0.0825,,,,
62950,0.0725,,,,
62951,0.0875,,,,
62952,0.075,,,,
62953,0.0625,,,,
62954,0.0725,,,,
62955,0.0825,,,,
62956,0.0625,,,,
62957,0.0625,,,,
62958,0.0725,,,,
62959,0.0875,,,,
62960,0.0625,,,,
62961,0.075,,,,
62962,0.0625,,,,
62963,0.0625,,,,
62964,0.0625,,,,
62965,0.08,,,,
62966,0.0725,,,,
62967,0.0775,,,,
62969,0.0625,,,,
62970,0.0625,,,,
62971,0.0725,,,,
62972,0.0775,,,,
62973,0.0625,,,,
62974,0.0725,,,,
62975,0.0725,,,,
62976,0.0625,,,,
62977,0.08,,,,
62979,0.0725,,,,
62982,0.0825,,,,
62983,0.0725,,,,
62984,0.0725,,,,
62985,0.0775,,,,
62987,0.08,,,,
62988,0.0625,,,,
62990,0.0625,,,,
62992,0.0625,,,,
62994,0.0725,,,,
62995,0.0775,,,,
62996,0.0625
62997,0.0775
62998,0.075
62999,0.0725
